full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,diameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
  1284 Latvia (1933 OP),2.645028762,0.171235791,,10.88566571,302.7152977,115.3515886,2.192105171,3.097952353,4.301835514,31436,0,2190,10.24,41.128,0.069,9.55,0.768,0.353,L,T,N,N,1.23005
  1285 Julietta (1933 QF),2.990983918,0.053233755,,5.693876566,317.8900752,70.48739339,2.831762612,3.150205223,5.172843258,31309,0,2246,10.8,42.43,0.058,20.3,,,,,N,N,1.84129
  1286 Banachiewicza (1933 QH),3.024495643,0.089227364,,9.747366658,200.457672,107.6895503,2.754627869,3.294363416,5.260023047,33088,0,2428,10.88,21.474,0.17,8.63,0.85,0.43,,S,N,N,1.76002
  1287 Lorcia (1933 QL),3.010784646,0.06279845,,9.820358835,202.5174178,267.7116662,2.821712036,3.199857256,5.224295589,31306,0,2824,11.07,21.678,0.14,8.8776,0.85,0.36,,,N,N,1.86056
  1288 Santa (1933 QM),2.883589473,0.065824089,,7.573652131,298.9570007,54.89439153,2.693779822,3.073399124,4.896754707,31303,0,2493,11.41,31.378,0.044,7.605,0.71,0.3,,,N,N,1.69493
  1289 Kutaissi (1933 QR),2.860075093,0.063713911,,1.616374138,193.1924637,116.7035613,2.677848522,3.042301663,4.836980717,46146,0,3154,10.73,21.531,0.245,3.6,0.8,0.38,,S,N,N,1.66298
  1290 Albertine (1933 QL1),2.365757622,0.154445953,,5.585788651,307.3739198,78.86182879,2.000375931,2.731139312,3.638845145,31309,0,2158,12.8,,,2.8728,,,,,N,N,1.01256
  1291 Phryne (1933 RA),3.012875344,0.09472817,,9.10576932,215.3715587,118.7193389,2.727471175,3.298279514,5.229738184,40763,0,2700,10.4,27.418,0.127,5.5841,0.835,0.395,,,N,N,1.73227
  1292 Luce (1933 SH),2.541980446,0.058943911,,2.151066859,271.1588263,242.3511631,2.392146178,2.691814714,4.052905807,41377,0,2902,11.3,13.899,0.26,6.9541,,,,,N,N,1.40356
  1293 Sonja (1933 SO),2.227816508,0.275276268,,5.363812014,236.3828845,99.72154695,1.614551494,2.841081522,3.325273175,31375,0,2218,13.5,7.8,0.4598,2.878,,,Sq,,N,N,0.61558
  1294 Antwerpia (1933 UB1),2.68556787,0.233961416,,8.727506355,81.13398807,313.1424126,2.057248607,3.313887133,4.4011118,37409,0,2332,10.7,37.199,0.117,6.63,,,C,,N,N,1.07527
  1295 Deflotte (1933 WD),3.387174604,0.123069165,,2.885903999,185.0556712,275.0924066,2.970317855,3.804031354,6.233968149,31316,0,2800,10.7,47.407,0.046,14.64,,,,,N,N,1.98918
  1296 Andree (1933 WE),2.416792902,0.143586142,,4.109126749,226.9843804,236.8806219,2.069774934,2.76381087,3.757226332,34278,0,2316,11.7,26.298,0.072,5.18366,,,,,N,N,1.09014
  1297 Quadea (1934 AD),3.020178885,0.07167405,,9.003568503,295.9300523,123.4114778,2.803710432,3.236647338,5.248765894,33427,0,2319,10.9,22.42,0.2,6.267,,,,,N,N,1.82903
  1298 Nocturna (1934 AE),3.132049886,0.147420664,,5.489376682,299.8311573,58.45086526,2.670321012,3.59377876,5.543080789,41985,0,2398,11,37.802,0.054,34.8,,,,,N,N,1.67057
  1299 Mertona (1934 BA),2.800433412,0.189226076,,7.875847757,165.5981683,260.3570394,2.270518386,3.330348438,4.686472556,31159,0,2405,11.4,14.14,0.243,4.977,,,,,N,N,1.2996
  1300 Marcelle (1934 CL),2.783543752,0.00553668,,9.55219907,82.91804961,339.9129855,2.768132162,2.798955341,4.644139752,31236,0,2255,11.4,28.194,0.095,12,,,Cg,,N,N,1.78063
  1301 Yvonne (1934 EA),2.766292552,0.269907009,,34.0345016,161.5103805,302.1919925,2.019650805,3.5129343,4.601033163,31213,0,2031,11.3,21.438,0.111,7.32,,,C,,N,N,1.15582
  1302 Werra (1924 SV),3.114000573,0.175064786,,2.595796975,90.13739219,354.4814915,2.56884873,3.659152417,5.495234558,34528,0,2499,10.9,35.041,0.076,,,,,,N,N,1.58498
  1303 Luthera (1928 FP),3.229355491,0.104445581,,19.49278482,72.04412597,100.5382369,2.892063582,3.5666474,5.803393047,33261,0,2251,9.5,81.685,0.024,5.878,,,,,N,N,1.97188
  1304 Arosa (1928 KC),3.19598024,0.117614151,,18.99413211,86.5834776,148.5304474,2.820087737,3.571872744,5.713659172,40324,0,2125,9.2,43.613,0.337,7.7478,,,X,,N,N,1.82204
  1305 Pongola (1928 OC),3.013837791,0.073068652,,2.317237278,62.95975416,147.2486703,2.793620726,3.234054856,5.232244302,33741,0,2749,10.65,24.11,0.169,8.335,0.7,,,,N,N,1.78846
  1306 Scythia (1930 OB),3.144040227,0.095455867,,14.98677713,274.0707312,141.0245989,2.843923141,3.444157313,5.57494187,32533,0,2135,9.71,66.78,0.035,7.525,0.853,0.398,,S,N,N,1.87297
  1307 Cimmeria (1930 UF),2.250385472,0.097225672,,3.950832694,233.864052,207.1064567,2.031590232,2.469180713,3.375931108,32348,0,2397,12.25,9.419,0.251,2.82,0.876,0.55,,S,N,N,1.048
  1308 Halleria (1931 EB),2.909540198,0.011596773,,5.575110302,354.1261438,163.954216,2.875798921,2.943281474,4.963005367,43157,0,2689,10.9,46.951,0.038,6.028,,,,,N,N,1.88233
  1309 Hyperborea (1931 TO),3.205952753,0.149910574,,10.2789294,206.0756784,244.7937858,2.725346537,3.686558969,5.740422775,36413,0,2610,10.3,57.57,0.043,13.88,,,,,N,N,1.76119
  1310 Villigera (1932 DB),2.391429588,0.356810195,,21.05653549,357.1930306,88.8983373,1.53814313,3.244716045,3.69823581,31948,0,1648,11.45,,,7.83,0.905,0.445,,S,N,N,0.71297
  1311 Knopfia (1933 FF1),2.427002788,0.044029682,,2.83294473,245.1451258,241.6645885,2.320142626,2.53386295,3.7810604,32931,0,2368,12.4,9.939,0.099,19.296,,,,,N,N,1.33729
  1312 Vassar (1933 OT),3.097967825,0.21387247,,21.89258126,129.3521589,261.4062561,2.435397794,3.760537856,5.452850071,31428,0,2322,10.7,36.28,0.0643,7.932,,,,,N,N,1.54866
  1313 Berna (1933 QG),2.659313632,0.206092902,,12.54525311,298.1419381,99.77272574,2.111247968,3.207379297,4.336731576,31407,0,2134,11.6,13.504,0.185,25.46,,,,,N,N,1.16117
  1314 Paula (1933 SC),2.296095837,0.174266964,,5.240848622,264.6309377,143.8636264,1.895962186,2.696229489,3.479310752,31406,0,1981,12.68,8.194,0.223,5.9498,0.87,0.46,,S,N,N,0.908872
  1315 Bronislawa (1933 SF1),3.205777531,0.075718703,,7.083467487,236.4802156,21.25899993,2.963040215,3.448514846,5.739952165,41564,0,2593,10,64.863,0.04,9.565,,,,,N,N,1.94927
  1316 Kasan (1933 WC),2.413003803,0.315287261,,23.94864035,238.2177777,148.6772224,1.652214444,3.173793162,3.748393808,31324,0,1215,13.1,,,5.82,,,Sr,,N,N,0.690213
  1317 Silvretta (1935 RC),3.208378567,0.235079236,,20.40326298,6.329623697,33.34687802,2.454155384,3.96260175,5.746939325,30577,0,1870,9.91,17.919,0.275,7.048,0.724,0.285,,CX:,N,N,1.48173
  1318 Nerina (1934 FG),2.307076455,0.204032822,,24.6610491,358.3083639,196.1739958,1.836357134,2.777795775,3.504299225,31196,0,1921,12.2,13.272,0.176,2.528,,,,,N,N,0.845701
  1319 Disa (1934 FO),2.986415831,0.2063065,,2.800691546,256.0904618,316.3296698,2.370298834,3.602532828,5.160997169,40689,0,2896,10.6,25.651,0.097,7.08,,,,,N,N,1.36552
  1320 Impala (1934 JG),2.992849284,0.229029237,,19.8002604,71.89968793,205.8260359,2.307399294,3.678299273,5.177683178,31009,0,2162,10.9,37.331,0.078,6.1713,,,,,N,N,1.30485
  1321 Majuba (1934 JH),2.938405138,0.170204416,,9.512125644,317.7060717,345.635812,2.438275607,3.438534668,5.037043649,40589,0,2190,10.28,37.137,0.083,5.207,0.83,0.47,,,N,N,1.42371
  1322 Coppernicus (1934 LA),2.422775137,0.234486497,,23.36039218,253.18458,29.44915147,1.854667082,2.990883192,3.771185232,30978,0,1692,12.3,9.996,0.211,4.354,0.887,0.321,,,N,N,0.861198
  1323 Tugela (1934 LD),3.228632252,0.148168559,,18.78634951,45.23654886,136.2937258,2.750250463,3.70701404,5.801443585,40373,0,2285,9.9,78.295,0.018,19.5,,,Xc,,N,N,1.78002
  1324 Knysna (1934 LL),2.184963242,0.163470098,,4.519406779,304.3457534,330.0943181,1.827787086,2.542139398,3.229790889,31123,0,2192,13,6.456,0.321,2.5538,,,Sq,,N,N,0.812575
  1325 Inanda (1934 NR),2.542664845,0.253895326,,7.408466827,14.34498227,336.777327,1.897094126,3.188235565,4.054542715,31083,0,2478,12.1,10.89,0.374,20.52,,,,,N,N,0.893604
  1326 Losaka (1934 NS),2.665481988,0.225382279,,15.98707087,101.6938756,278.6168399,2.064729584,3.266234392,4.351829086,30981,0,2449,10.92,26.336,0.089,6.9,0.785,0.475,,CSU,N,N,1.1376
  1327 Namaqua (1934 RT),2.782181859,0.160375084,,5.819239299,57.77175243,269.9504451,2.335989211,3.228374508,4.640731842,30931,0,2240,12.1,22.318,0.027,,,,X,,N,N,1.33282
  1328 Devota (1925 UA),3.503174739,0.134562754,,5.766047692,222.6865229,174.3466831,3.031777897,3.97457158,6.556935371,34166,0,2434,10.31,53.697,0.046,17.49,0.695,0.21,,X,N,N,2.03857
  1329 Eliane (1933 FL),2.616751135,0.172768936,,14.46896305,132.0094459,164.7710957,2.164657826,3.068844444,4.233034754,31554,0,2636,10.9,19.467,0.149,106,0.873,0.443,S,S,N,N,1.15143
  1330 Spiridonia (1925 DB),3.170929624,0.075045754,,15.95434284,158.8189803,4.378203023,2.93296482,3.408894429,5.646614088,35396,0,2456,10,68.417,0.032,9.67,0.67,0.17,,P,N,N,1.94202
  1331 Solvejg (1933 QS),3.097608593,0.190610165,,3.101106302,121.338963,185.1560296,2.507172907,3.688044279,5.451901652,34022,0,3063,10.14,36.824,0.121,19.3,0.64,0.35,B,BC:,N,N,1.49146
  1332 Marconia (1934 AA),3.062963124,0.132110167,,2.456329851,13.64197041,348.907004,2.658314553,3.467611695,5.36069199,41451,0,2737,10.6,46.796,0.063,19.16,,,Ld,,N,N,1.65491
  1333 Cevenola (1934 DA),2.632504826,0.134363589,,14.63972049,115.0840477,335.9162779,2.278792029,2.986217622,4.271318593,31127,0,2142,11.5,15.262,0.209,4.877,,,,,N,N,1.30252
  1334 Lundmarka (1934 OB),2.91339877,0.094142671,,11.45492589,133.1370095,129.1329738,2.639123628,3.187673912,4.972881392,31082,0,3054,10.4,27.621,0.242,6.25,,,,,N,N,1.63972
  1335 Demoulina (1934 RE),2.240502921,0.15419328,,2.547136072,172.6131777,198.9154093,1.895032428,2.585973415,3.353717477,30899,0,2528,12.8,7.484,0.218,74.86,,,,,N,N,0.894233
  1336 Zeelandia (1934 RW),2.849078761,0.065217036,,3.197494882,97.42144771,219.7675518,2.663270289,3.034887234,4.80911193,41568,0,2759,10.66,21.441,0.232,15.602,0.81,0.366,S,S,N,N,1.64977
  1337 Gerarda (1934 RA1),2.911192639,0.098765492,,17.978386,160.2748185,202.0527761,2.623667267,3.198718011,4.967233994,31027,0,2613,11.2,40.875,0.034,12.52,,,,,N,N,1.62446
  1338 Duponta (1934 XA),2.263450487,0.112735992,,4.817177726,325.5416717,110.9705787,2.008278151,2.518622823,3.405373095,30940,0,2290,12.6,7.47,0.251,3.85453,,,,,N,N,1.02944
  1339 Desagneauxa (1934 XB),3.020319731,0.057198942,,8.691279732,290.9779753,161.889311,2.847560638,3.193078825,5.249133063,30840,0,2091,10.8,24.45,0.144,9.38,0.79,0.425,,S,N,N,1.86584
  1340 Yvette (1934 YA),3.185293275,0.128026216,,0.41556629,345.632174,224.4750128,2.777492231,3.59309432,5.685024484,30763,0,2683,11.1,29.451,0.095,3.525,,,,,N,N,1.77238
  1341 Edmee (1935 BA),2.74099657,0.079388791,,13.09128482,107.4839294,140.508474,2.523392165,2.958600976,4.538067386,37435,0,2415,10.58,23.859,0.182,23.745,0.7,0.262,,XB,N,N,1.52101
  1342 Brabantia (1935 CV),2.288679337,0.203533451,,20.9283545,312.9553595,229.55488,1.822856534,2.75450214,3.462466859,30870,0,2056,11.35,12.065,0.35,4.1754,0.713,0.301,,X,N,N,0.883854
  1343 Nicole (1935 FC),2.56835722,0.113546536,,6.03544558,41.24597079,234.1367963,2.276729153,2.859985286,4.116151426,30823,0,2251,11,23.793,0.136,14.76,,,C,,N,N,1.26642
  1344 Caubeta (1935 GA),2.247523893,0.119832736,,5.658553974,60.05399556,133.6637364,1.978196956,2.516850831,3.36949393,31248,0,2683,12.7,5.844,0.392,3.122,,,,,N,N,0.981746
  1345 Potomac (1908 CG),3.985565417,0.18177543,,11.40157822,137.4269002,333.1197023,3.261087547,4.710043286,7.956885617,40617,0,2399,9.73,72.975,0.043,11.41,0.719,0.286,,X,N,N,2.28303
  1346 Gotha (1929 CY),2.6273556,0.177904366,,13.84877165,166.1206312,249.9950711,2.159937568,3.094773631,4.258792561,33065,0,2270,11.25,13.731,0.278,2.64067,0.84,,,,N,N,1.21307
  1347 Patria (1931 VW),2.571022748,0.068535894,,11.86867244,229.2016877,201.3997978,2.394815406,2.74723009,4.122560911,44016,0,2401,11.3,32.4,0.0386,29.5,,,,,N,N,1.41106
  1348 Michel (1933 FD),2.791623095,0.137126814,,6.5886586,87.53808412,18.15826806,2.408816713,3.174429476,4.664374109,40426,0,2371,11,16.29,0.265,8.095,,,Sl,,N,N,1.42686
  1349 Bechuana (1934 LJ),3.012691506,0.156177132,,10.05149956,307.0917186,305.3414862,2.542177986,3.483205026,5.229259533,31112,0,2629,10.4,24.249,0.15,15.692,,,,,N,N,1.54309
  1350 Rosselia (1934 TA),2.856659933,0.089478657,,2.939299041,139.5425882,237.4409584,2.601049839,3.112270027,4.828319688,32829,0,2714,10.78,20.822,0.199,8.14,0.854,0.373,Sa,S,N,N,1.60295
  1351 Uzbekistania (1934 TF),3.195149068,0.067347896,,9.643075293,9.343871462,64.00401188,2.979962501,3.410335634,5.711430406,37221,0,2303,9.9,60.01,0.035,73.9,,,Xk,,N,N,2.00942
  1352 Wawel (1935 CE),2.777152623,0.066387374,,3.757341915,186.1575294,211.6346792,2.592784755,2.961520492,4.62815424,30778,0,2546,11.1,19.979,0.149,16.97,,,X,,N,N,1.59983
  1353 Maartje (1935 CU),3.008748842,0.096484586,,9.203391593,211.7901289,98.34975655,2.718450955,3.299046729,5.218997713,36258,0,2576,9.9,39.013,0.136,22.93,,,,,N,N,1.72353
  1354 Botha (1935 GK),3.126027717,0.216938316,,5.952605905,28.69409584,250.0929932,2.447872527,3.804182907,5.527101485,32090,0,2889,11,41.732,0.014,4,,,,,N,N,1.43913
  1355 Magoeba (1935 HE),1.853396148,0.04485957,,22.82617864,225.2500312,340.1085272,1.770253593,1.936538702,2.523251769,30797,0,1807,13.05,4.276,0.582,2.9712,0.713,0.255,,X,N,N,0.765797
  1356 Nyanza (1935 JH),3.08371722,0.050276143,,7.946082627,69.6230193,302.0233911,2.928679813,3.238754627,5.41526883,31960,0,2668,10.2,60.895,0.052,12.422,,,,,N,N,1.93879
  1357 Khama (1935 ND),3.182810245,0.157811539,,13.9840135,83.73442585,283.7165773,2.680526062,3.685094427,5.678378311,30727,0,2428,11.03,38.321,0.029,15.692,0.726,,,XCU,N,N,1.7231
  1358 Gaika (1935 OB),2.476823108,0.165756068,,2.172106527,21.75817765,287.220544,2.066274648,2.887371567,3.898079466,30607,0,2537,12.5,22.183,0.03,,,,,,N,N,1.05216
  1359 Prieska (1935 OC),3.119064161,0.068558458,,11.10468311,64.03136161,342.8676216,2.905225931,3.33290239,5.508643471,42302,0,2929,10.3,46.096,0.059,,0.71,0.355,,CX:,N,N,1.91723
  1360 Tarka (1935 OD),2.634698415,0.21390143,,22.82655357,331.3995944,288.0885195,2.071132656,3.198264175,4.276658454,30610,0,2014,11.5,33.316,0.03,8.87,,,Ch,,N,N,1.16653
  1361 Leuschneria (1935 QA),3.080754494,0.129612742,,21.5938221,164.7094307,173.1776037,2.681449457,3.480059531,5.407466509,30574,0,2256,11,29.637,0.066,12.0893,,,,,N,N,1.67316
  1362 Griqua (1935 QG1),3.215734674,0.371668318,,24.22739479,121.334393,261.769139,2.020547978,4.41092137,5.766715353,32258,0,2754,11.18,26.936,0.082,6.907,0.72,0.36,,CP,N,N,1.17374
  1363 Herberta (1935 RA),2.902459223,0.066352768,,1.105860551,214.6881599,109.0835562,2.709873019,3.095045427,4.944898626,30673,0,3193,11.3,13.913,0.337,3.015,,,,,N,N,1.69688
  1364 Safara (1935 VB),3.013887901,0.066276973,,11.48778322,63.98392885,220.7920986,2.814136535,3.213639267,5.232374794,31933,0,2079,10.7,21.197,0.087,7.25,,,,,N,N,1.80818
  1365 Henyey (1928 RK),2.24864427,0.123038521,,5.076881671,258.54549,337.1332684,1.971974406,2.525314134,3.372013752,41048,0,2544,11.8,10.958,0.28,18.986,,,,,N,N,0.961122
  1366 Piccolo (1932 WA),2.873870266,0.139711554,,9.466672968,24.11556854,282.5438667,2.472357385,3.275383146,4.872018635,31668,0,2825,10.45,27.55,0.1538,16.57,0.71,0.18,,,N,N,1.47892
  1367 Nongoma (1934 NA),2.343799489,0.131116341,,22.48702515,270.814828,348.0799723,2.036489075,2.651109903,3.588301157,30984,0,1948,12,9.365,0.282,94.8,,,,,N,N,1.02307
  1368 Numidia (1935 HD),2.524028099,0.062626875,,14.82199068,18.12535369,264.229186,2.365956107,2.682100091,4.010047163,32226,0,2386,10.92,19.591,0.298,3.64,0.86,0.36,,,N,N,1.40508
  1369 Ostanina (1935 QB),3.119838658,0.21062782,,14.36462447,180.4558144,127.8369859,2.462713844,3.776963472,5.510695382,33261,0,2494,10.7,42.401,0.052,8.4001,,,,,N,N,1.47816
  1370 Hella (1935 QG),2.250861555,0.170716393,,4.804285932,306.027272,3.847887816,1.866602588,2.635120521,3.377002463,30670,0,2009,13.4,,,,,,,,N,N,0.851273
  1371 Resi (1935 QJ),3.201740822,0.118714658,,16.42727359,185.1461334,103.2998838,2.821647256,3.581834388,5.729113974,31459,0,1872,11.7,27.155,0.057,,,,,,N,N,1.86324
  1372 Haremari (1935 QK),2.76693206,0.148506735,,16.44757076,327.4375982,88.36188794,2.356024013,3.177840106,4.602628745,33269,0,1778,11.1,26.491,0.039,15.25,,,L,,N,N,1.43479
  1373 Cincinnati (1935 QN),3.420763583,0.314278479,,38.93641108,297.4671938,99.14769013,2.345691209,4.495835958,6.326926547,30559,0,2094,11.5,19.448,0.155,5.2834,,,Xk,,N,N,1.63428
  1374 Isora (1935 UA),2.251519244,0.277714458,,5.294295485,302.4875356,60.97633677,1.626239798,2.876798691,3.378482683,30615,0,1877,13.4,,,36.699,,,Sq,,N,N,0.630956
  1375 Alfreda (1935 UB),2.446811562,0.070952121,,5.820108484,52.76211848,32.92375559,2.273205091,2.620418033,3.827445261,32083,0,2297,11.4,13.928,0.204,19.14,,,,,N,N,1.29147
  1376 Michelle (1935 UH),2.228216693,0.215087408,,3.550651208,163.4468034,156.1417414,1.748955339,2.707478046,3.326169198,30468,0,2619,12.4,7.053,0.267,5.9748,,,,,N,N,0.735943
  1377 Roberbauxa (1936 CD),2.259912291,0.093122906,,6.025323545,223.2110428,356.5767222,2.049462692,2.47036189,3.397391364,30502,0,2241,12.9,6.217,0.263,7.3627,,,,,N,N,1.04142
  1378 Leonce (1936 DB),2.374988029,0.149750373,,3.590740037,43.56812723,202.2913605,2.019332686,2.730643373,3.660162269,37832,0,2500,12.2,21.228,0.061,4.325,,,,,N,N,1.00637
  1379 Lomonosowa (1936 FC),2.524655618,0.091172141,,15.60343516,169.8732974,31.50939151,2.294477361,2.754833875,4.01154271,41416,0,2080,10.9,18.69,0.182,24.488,0.83,0.44,,,N,N,1.30695
  1380 Volodia (1936 FM),3.1516132,0.102544839,,10.40789563,359.042803,247.6413059,2.82843153,3.474794869,5.595096333,30372,0,1941,11.8,21.188,0.09,6.1957,,,,,N,N,1.83685
  1381 Danubia (1930 QJ),2.487666926,0.181879415,,4.696958676,351.8827605,29.10880296,2.035211521,2.940122331,3.92370683,33340,0,2084,12.29,19.825,0.069,,0.66,0.34,,,N,N,1.03839
  1382 Gerti (1925 BB),2.219657261,0.131672062,,1.561600331,353.0084643,246.7805528,1.927390413,2.511924109,3.307021984,34538,0,2382,12,11.939,0.196,3.082,,,,,N,N,0.915553
  1383 Limburgia (1934 RV),3.07829628,0.19011345,,0.052952282,194.0981524,164.3925894,2.493070754,3.663521805,5.400995662,34975,0,2537,12,23.399,0.076,5,,,,,N,N,1.48851
  1384 Kniertje (1934 RX),2.675718053,0.182533311,,11.85769142,152.8522795,276.0714255,2.187310378,3.164125729,4.376921177,30926,0,2596,11.6,26.517,0.064,9.807,,,,,N,N,1.2387
  1385 Gelria (1935 MJ),2.741174156,0.107226882,,6.921489561,114.9348257,260.6984805,2.447246597,3.035101715,4.538508416,31553,0,2487,10.8,19.526,0.149,,,,S,,N,N,1.459
  1386 Storeria (1935 PA),2.364559155,0.286508347,,11.82162328,161.4717538,152.9167548,1.687093219,3.04202509,3.636080397,30698,0,1791,13.4,10.614,0.143,8.67,,,Ch,,N,N,0.682309
  1387 Kama (1935 QD),2.258037529,0.208978273,,5.53832109,203.0290924,125.8789575,1.786156745,2.729918313,3.393164664,30573,0,2091,13.3,7.46,0.138,50.07,,,,,N,N,0.781428
  1388 Aphrodite (1935 SS),3.019023606,0.089607783,,11.19217099,54.35942668,257.0286965,2.748495596,3.289551617,5.245754545,30643,0,2533,10.9,21.355,0.144,11.9432,0.86,0.49,,,N,N,1.76107
  1389 Onnie (1935 SS1),2.86614217,0.015840904,,2.047942486,174.5617146,296.1603947,2.820739886,2.911544454,4.852379908,30524,0,3020,11.64,13.772,0.198,22.5,0.81,,,,N,N,1.83827
  1390 Abastumani (1935 TA),3.438297291,0.035374956,,19.92820597,28.91870659,332.2715531,3.316667676,3.559926905,6.37563344,32641,0,2175,9.4,95.849,0.033,17.1,0.685,0.189,,P,N,N,2.32559
  1391 Carelia (1936 DA),2.547229582,0.165105489,,7.596225008,103.3320155,85.92162543,2.126667995,2.967791168,4.065466032,30496,0,1703,12.07,11.079,0.214,5.87822,0.897,0.433,,S,N,N,1.14407
  1392 Pierre (1936 FO),2.60775583,0.20291002,,12.26218951,358.2376406,44.25057305,2.078616043,3.136895617,4.211226396,30318,0,2041,11.72,26.44,0.0519,18,0.757,0.258,,DX,N,N,1.10304
  1393 Sofala (1936 KD),2.433255256,0.109339267,,5.847597208,56.69840848,183.6447162,2.167204911,2.699305601,3.795681013,33291,0,2595,12.1,11.214,0.223,16.5931,,,,,N,N,1.15467
  1394 Algoa (1936 LK),2.438360993,0.076710856,,2.674714487,178.8205114,114.1266883,2.251312233,2.625409753,3.807634083,30282,0,2821,11.6,,,2.768,,,,,N,N,1.23616
  1395 Aribeda (1936 OB),3.202677165,0.06173987,,8.644891763,244.8694365,109.8469869,3.004944295,3.400410035,5.731627361,30241,0,2030,11.5,19.919,0.123,,,,,,N,N,2.01472
  1396 Outeniqua (1936 PF),2.24778559,0.165084057,,4.492774568,359.515124,266.6080129,1.876712025,2.618859155,3.370082451,32292,0,2909,11.9,11.745,0.21,3.08158,,,,,N,N,0.867186
  1397 Umtata (1936 PG),2.680428453,0.255586292,,3.510992591,77.43902802,206.5115677,1.995347683,3.365509224,4.388484122,30323,0,2844,11.47,20.798,0.084,30,0.69,0.21,,,N,N,0.979055
  1398 Donnera (1936 QL),3.164854468,0.102481601,,11.83019333,296.9572002,71.42337946,2.840515115,3.489193821,5.630394415,30208,0,2202,10.1,24.553,0.267,7.2311,,,,,N,N,1.8653
  1399 Teneriffa (1936 QY),2.215941323,0.16552126,,6.507184184,161.6024121,224.1059274,1.849155924,2.582726722,3.298721012,30312,0,1993,13.5,4.852,0.227,2.692,,,,,N,N,0.857882
  1400 Tirela (1936 WA),3.126442422,0.23236827,,15.62929261,210.0998547,111.7356489,2.399956406,3.852928439,5.528201376,32270,0,2255,11.4,15.697,0.216,13.356,,,,,N,N,1.44001
  1401 Lavonne (1935 UD),2.226901322,0.179332971,,7.290960819,277.4929216,71.16533733,1.827544493,2.626258152,3.323224354,30497,0,2297,12.25,9.304,0.257,3.9338,0.88,0.48,,S,N,N,0.835267
  1402 Eri (1936 OC),2.683600533,0.155870716,,14.29944047,266.971443,11.96658952,2.265305796,3.101895271,4.396276575,30342,0,1638,12.7,14.217,0.057,,,,,,N,N,1.25019
  1403 Idelsonia (1936 QA),2.716118478,0.294515122,,10.18032883,156.9746528,192.4278933,1.916180514,3.516056442,4.476424534,30216,0,2395,11.6,26.531,0.072,5.458,,,Cgh,,N,N,0.910033
  1404 Ajax (1936 QW),5.299027772,0.114373233,,18.01401599,332.8905277,60.02995858,4.692960834,5.90509471,12.19838948,30318,0,1335,9.3,83.99,0.048,29.38,,,,,N,N,3.73869
